,Quarter,Institute,Country,Currency,ECL Stage 1,ECL Stage 2,ECL Stage 3,ECL POCI,ECL Performing,ECL Default,ECL Total,EAD Stage 1,EAD Stage 2,EAD Stage 3,EAD POCI,EAD Performing,EAD Default,EAD Total,Unnamed: 18,NPL Ratio,Coverage Ratio Performing,Coverage Ratio Default,Coverage Ratio Total,Share S1 (EAD),Share S2 (EAD),Share S3/Poci (EAD),Unnamed: 26,Exchange Rate,FCCY
20,2020-03-31,Coba,DEU,EUR,253.0,372.0,1590.0,111.0,625.0,1701.0,2326.0,,,,,241610.0,3921.0,245531.0,,0.01596947025019244,0.0025868134597077934,0.4338179035960214,0.009473345524597708,,,0.01596947025019244,,,
21,2020-06-30,Coba,DEU,EUR,257.0,419.0,1891.0,51.0,676.0,1942.0,2618.0,,,,,241706.0,4457.0,246163.0,,0.01810588918724585,0.002796786178249609,0.43571909356069105,0.01063522950240288,,,0.01810588918724585,,,
22,2020-09-30,Coba,DEU,EUR,242.0,470.0,1959.0,59.0,712.0,2018.0,2730.0,,,,,236759.0,4705.0,241464.0,,0.019485306298247358,0.0030072774424625887,0.42890541976620616,0.011306033197495279,,,0.019485306298247358,,,
23,2020-12-31,Coba,DEU,EUR,253.0,686.0,2039.0,75.0,939.0,2114.0,3053.0,,,,,230920.0,4792.0,235712.0,,0.02032989410806408,0.004066343322362723,0.4411519198664441,0.012952246809666033,,,0.02032989410806408,,,
24,2018-12-31,BayernLB,DEU,EUR,93.0,202.0,719.0,19.0,295.0,738.0,1033.0,111227.0,24987.0,1497.0,314.0,136214.0,1811.0,138025.0,,0.013120811447201593,0.002165709838929919,0.4075096631695196,0.0074841514218438685,0.8058467668900562,0.18103242166274225,0.013120811447201593,,,
25,2019-06-30,BayernLB,DEU,EUR,83.0,191.0,682.0,31.0,274.0,713.0,987.0,111486.0,30428.0,1435.0,340.0,141914.0,1775.0,143689.0,,0.012353068084543702,0.001930746790309624,0.40169014084507043,0.006869001802504019,0.7758840273089798,0.21176290460647648,0.012353068084543702,,,
26,2019-12-31,BayernLB,DEU,EUR,120.0,141.0,658.0,44.0,261.0,702.0,963.0,135556.0,6854.0,1488.0,153.0,142410.0,1641.0,144051.0,,0.011391798737946978,0.0018327364651358753,0.42778793418647165,0.006685132348959744,0.9410278304211703,0.04758037084088274,0.011391798737946978,,,
27,2020-06-30,BayernLB,DEU,EUR,143.0,203.0,607.0,50.0,346.0,657.0,1003.0,137973.0,11504.0,1433.0,143.0,149477.0,1576.0,151053.0,,0.010433424029976233,0.0023147373843467557,0.4168781725888325,0.0066400534911587325,0.9134078767055271,0.07615869926449657,0.010433424029976233,,,
28,2020-12-31,BayernLB,DEU,EUR,154.0,295.0,575.0,49.0,449.0,624.0,1073.0,136584.0,13379.0,1317.0,133.0,149963.0,1450.0,151413.0,,0.009576456446936525,0.0029940718710615285,0.4303448275862069,0.007086577770733028,0.9020625705850884,0.08836097296797502,0.009576456446936525,,,
29,2018-06-30,Aareal,DEU,EUR,33.0,46.0,461.0,0.0,79.0,461.0,540.0,22866.0,1518.0,1430.0,0.0,24384.0,1430.0,25814.0,,0.0553962965832494,0.0032398293963254595,0.32237762237762235,0.020918881227241032,0.8857984039668397,0.0588052994499109,0.0553962965832494,,,
